page,type,x0,y0,x1,y1,width,height,area,source
1,fs,447.239990234375,1172.0400390625,449.94000244140625,1174.739990234375,2.70001220703125,2.699951171875,7.2899011224508286,vector
1,fs,447.239990234375,1172.0400390625,448.79998779296875,1173.47998046875,1.55999755859375,1.43994140625,2.246305078268051,vector
1,fs,449.94000244140625,1174.739990234375,451.1400146484375,1175.8199462890625,1.20001220703125,1.0799560546875,1.2959604486823082,vector
1,fs,451.0199890136719,1175.820068359375,452.4599914550781,1176.7200927734375,1.44000244140625,0.9000244140625,1.2960373535752296,vector
1,fs,451.91998291015625,1176.719970703125,453.8399963378906,1177.5,1.920013427734375,0.780029296875,1.4976667240262032,vector
1,fs,452.6999816894531,1177.5,455.3399963378906,1178.1600341796875,2.6400146484375,0.6600341796875,1.742499902844429,vector
1,fs,453.3599853515625,1178.1600341796875,456.8399963378906,1178.580078125,3.480010986328125,0.4200439453125,1.4617575444281101,vector
1,fs,453.7799987792969,1178.580078125,458.4599914550781,1178.820068359375,4.67999267578125,0.239990234375,1.1231525391340256,vector
1,fs,454.0199890136719,1178.820068359375,460.0199890136719,1184.820068359375,6.0,6.0,36.0,vector
1,fs,454.0199890136719,1178.820068359375,460.0199890136719,1178.9400634765625,6.0,0.1199951171875,0.719970703125,vector
1,fs,742.0199584960938,1116.840087890625,747.8999633789062,1122.7200927734375,5.8800048828125,5.8800048828125,34.57445742189884,vector
1,fs,741.8999633789062,1122.719970703125,747.8999633789062,1122.8399658203125,6.0,0.1199951171875,0.719970703125,vector
1,fs,741.6599731445312,1122.840087890625,746.2799682617188,1123.080078125,4.6199951171875,0.239990234375,1.1087537109851837,vector
1,fs,741.1799926757812,1123.080078125,744.719970703125,1123.56005859375,3.53997802734375,0.47998046875,1.6991203129291534,vector
1,fs,740.5799560546875,1123.56005859375,743.219970703125,1124.1600341796875,2.6400146484375,0.5999755859375,1.5839443355798721,vector
1,fs,739.7999877929688,1124.1600341796875,741.719970703125,1124.9400634765625,1.91998291015625,0.780029296875,1.497642919421196,vector
1,fs,737.8200073242188,1124.93994140625,739.7999877929688,1126.919921875,1.97998046875,1.97998046875,3.9203226566314697,vector
1,fs,739.0199584960938,1124.93994140625,740.3399658203125,1125.8399658203125,1.32000732421875,0.9000244140625,1.188038818538189,vector
1,fs,736.5599975585938,1126.9200439453125,737.8200073242188,1128.1800537109375,1.260009765625,1.260009765625,1.5876246094703674,vector
1,fs,735.1199951171875,1128.179931640625,736.6799926757812,1129.619873046875,1.55999755859375,1.43994140625,2.246305078268051,vector
1,fs,733.6199951171875,1129.6199951171875,735.719970703125,1131.1800537109375,2.0999755859375,1.56005859375,3.2760849595069885,vector
1,fs,732.0,1131.179931640625,734.8800048828125,1132.739990234375,2.8800048828125,1.56005859375,4.492976367473602,vector
1,fs,730.3199462890625,1132.739990234375,734.2799682617188,1134.4200439453125,3.96002197265625,1.6800537109375,6.653049610555172,vector
1,fs,728.5799560546875,1134.419921875,733.8599853515625,1136.159912109375,5.280029296875,1.739990234375,9.187199413776398,vector
1,fs,727.739990234375,1136.1600341796875,733.6799926757812,1137.0,5.94000244140625,0.8399658203125,4.9893990233540535,vector
1,fs,727.739990234375,1137.0,733.6799926757812,1137.8399658203125,5.94000244140625,0.8399658203125,4.9893990233540535,vector
1,fs,728.5800170898438,1137.840087890625,733.8599853515625,1139.580078125,5.27996826171875,1.739990234375,9.18709321320057,vector
1,fs,730.3200073242188,1139.580078125,734.2799682617188,1141.2601318359375,3.9599609375,1.6800537109375,6.6529470682144165,vector
1,fs,731.9999389648438,1141.260009765625,734.8799438476562,1142.8800048828125,2.8800048828125,1.6199951171875,4.665593847632408,vector
1,fs,733.6199951171875,1142.8800048828125,735.7200317382812,1144.3800048828125,2.10003662109375,1.5,3.150054931640625,vector
1,fs,735.1199951171875,1144.3800048828125,737.8200073242188,1147.0799560546875,2.70001220703125,2.699951171875,7.2899011224508286,vector
1,fs,735.1199951171875,1144.3800048828125,736.6799926757812,1145.8199462890625,1.55999755859375,1.43994140625,2.246305078268051,vector
1,fs,737.8200073242188,1147.080078125,739.02001953125,1148.1600341796875,1.20001220703125,1.0799560546875,1.2959604486823082,vector
1,fs,738.8999633789062,1148.1600341796875,740.3399658203125,1149.06005859375,1.44000244140625,0.9000244140625,1.2960373535752296,vector
1,fs,739.7999877929688,1149.06005859375,741.719970703125,1149.840087890625,1.91998291015625,0.780029296875,1.497642919421196,vector
1,fs,740.5799560546875,1149.840087890625,743.219970703125,1150.4400634765625,2.6400146484375,0.5999755859375,1.5839443355798721,vector
1,fs,741.1799926757812,1150.43994140625,744.719970703125,1150.919921875,3.53997802734375,0.47998046875,1.6991203129291534,vector
1,fs,741.6599731445312,1150.919921875,746.2799682617188,1151.159912109375,4.6199951171875,0.239990234375,1.1087537109851837,vector
1,fs,741.8999633789062,1151.1600341796875,747.8999633789062,1157.1600341796875,6.0,6.0,36.0,vector
1,fs,741.8999633789062,1151.1600341796875,747.8999633789062,1151.280029296875,6.0,0.1199951171875,0.719970703125,vector
1,fs,933.3599853515625,1132.3800048828125,939.239990234375,1138.260009765625,5.8800048828125,5.8800048828125,34.57445742189884,vector
1,fs,933.239990234375,1138.260009765625,939.239990234375,1138.3800048828125,6.0,0.1199951171875,0.719970703125,vector
1,fs,933.0,1138.3800048828125,937.6799926757812,1138.6199951171875,4.67999267578125,0.239990234375,1.1231525391340256,vector
1,fs,932.5800170898438,1138.6199951171875,936.0599975585938,1139.0999755859375,3.47998046875,0.47998046875,1.6703226566314697,vector
1,fs,931.9199829101562,1139.10009765625,934.5599975585938,1139.7000732421875,2.6400146484375,0.5999755859375,1.5839443355798721,vector
1,fs,931.1400146484375,1139.699951171875,933.0599975585938,1140.47998046875,1.91998291015625,0.780029296875,1.497642919421196,vector
1,fs,929.1599731445312,1140.47998046875,931.1399536132812,1142.4599609375,1.97998046875,1.97998046875,3.9203226566314697,vector
1,fs,930.3599243164062,1140.47998046875,931.679931640625,1141.3800048828125,1.32000732421875,0.9000244140625,1.188038818538189,vector
